bom.csv,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BOM Date Created:23/05/26,,,,BOM Export Date: 23/05/26,,,,,,,,,,,
,,,,,,,,,,"EST LCSC TOTAL :$30.73
TOTAL – 1 Sensor: $92.61",,,,,,,,,,,,,,,
Uploaded data,,,,,,,,,,LCSC Matching Results,,,,,,,,,,,,,,,
LCSC#,Mfr.,Mrf#,Description,Package,Value,Customer Part Number,Quantity,Target Price(USD),Target Lead Time(Business Days),Mrf#,Mfr.,Order Qty.,Unit Price(USD),Ext.Price(USD),LCSC#,Package,Min,Mult,SPQ,Availability,Stock Status,Customer Notes,Description,Matched status,Product Link
C15849,,,,C0603,,-,11,,,CL10A105KB8NNNC,Samsung Electro-Mechanics,50,0.0077,0.39,C15849,0603,50,50,4000,4032550,In Stock,,1uF ±10% 50V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C15849.html
C96446,,,,C0603,,-,10,,,CL10A106MA8NRNC,Samsung Electro-Mechanics,20,0.0223,0.45,C96446,0603,20,20,4000,277300,In Stock,,10uF ±20% 25V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C96446.html
C1591,,,,C0603,,-,10,,,CL10B104KB8NNNC,Samsung Electro-Mechanics,100,0.0032,0.32,C1591,0603,100,100,4000,1456500,In Stock,,100nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C1591.html
C307467,,,,C0603,,-,4,,,CL10A475KL8NRNC,Samsung Electro-Mechanics,5,0.0304,0.15,C307467,0603,5,5,4000,192075,In Stock,,4.7uF ±10% 35V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C307467.html
C883598,,,,C1206,,-,4,,,GRM31CR61A107MEA8L,muRata,5,0.1955,0.98,C883598,1206,5,5,2000,209960,In Stock,,100uF ±20% 10V Ceramic Capacitor X5R 1206,Exact Matches,https://www.lcsc.com/product-detail/C883598.html
C21122,,,,C0603,,-,3,,,CL10B223KB8NNNC,Samsung Electro-Mechanics,50,0.0046,0.23,C21122,0603,50,50,4000,1335100,In Stock,,22nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C21122.html
C307467,,,,C0603,,-,3,,,CL10A475KL8NRNC,Samsung Electro-Mechanics,5,0.0304,0.15,C307467,0603,5,5,4000,192075,In Stock,,4.7uF ±10% 35V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C307467.html
C6119851,,,,C0603,,-,2,,,CGA0603X5R475K350JT,HRE,20,0.0304,0.61,C6119851,0603,20,20,4000,18100,In Stock,,4.7uF ±10% 35V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C6119851.html
C1591,,,,C0603,,-,2,,,CL10B104KB8NNNC,Samsung Electro-Mechanics,100,0.0032,0.32,C1591,0603,100,100,4000,1456500,In Stock,,100nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C1591.html
C6563232,,,,C0603,,-,1,,,0603B112K500NT,FH,100,0.0030,0.30,C6563232,0603,100,100,4000,400,In Stock,,1.1nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C6563232.html
C1591,,,,C0603,,-,1,,,CL10B104KB8NNNC,Samsung Electro-Mechanics,100,0.0032,0.32,C1591,0603,100,100,4000,1456500,In Stock,,100nF ±10% 50V Ceramic Capacitor X7R 0603,Exact Matches,https://www.lcsc.com/product-detail/C1591.html
C86295,,,,C0603,,-,1,,,CL10A226MP8NUNE,Samsung Electro-Mechanics,10,0.0157,0.16,C86295,0603,10,10,3000,1989760,In Stock,,22uF ±20% 10V Ceramic Capacitor X5R 0603,Exact Matches,https://www.lcsc.com/product-detail/C86295.html
C98220,,,,R0603,,-,5,,,RC0603FR-0710KL,YAGEO,100,0.0015,0.15,C98220,0603,100,100,5000,0,Backordered,,100mW 10k? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C98220.html
C14675,,,,R0603,,-,5,,,RC0603FR-07100KL,YAGEO,100,0.0014,0.14,C14675,0603,100,100,5000,1073900,In Stock,,100mW 100k? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C14675.html
C25804,,,,R0603,,-,4,,,0603WAF1002T5E,UNI-ROYAL,100,0.0014,0.14,C25804,0603,100,100,5000,0,Backordered,,10k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C25804.html
C95177,,,,R0603,,-,4,,,RC0603JR-070RL,YAGEO,100,0.0014,0.14,C95177,0603,100,100,5000,1026800,In Stock,,100mW 0? 75V Thick Film Resistor ±5% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C95177.html
C25804,,,,R0603,,-,2,,,0603WAF1002T5E,UNI-ROYAL,100,0.0014,0.14,C25804,0603,100,100,5000,0,Backordered,,10k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C25804.html
C114659,,,,R0603,,-,2,,,RC0603FR-0712KL,YAGEO,100,0.0016,0.16,C114659,0603,100,100,5000,1073600,In Stock,,12k? 100mW 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C114659.html
C52069115,,,,R0603,,-,1,,,MFCR0603F3R00Q9R,RESI,5,0.0840,0.42,C52069115,0603,5,5,5000,4610,In Stock,,3? 400mW ±50ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C52069115.html
C23411,,,,R0603,,-,1,,,0603WAF470LT5E,UNI-ROYAL,100,0.0051,0.51,C23411,0603,100,100,5000,59400,In Stock,,470m? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C23411.html
C22883,,,,R0603,,-,1,,,0603WAF1583T5E,UNI-ROYAL,100,0.0014,0.14,C22883,0603,100,100,5000,166400,In Stock,,158k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C22883.html
C107231,,,,R0603,,-,1,,,RC0603FR-0751KL,YAGEO,100,0.0016,0.16,C107231,0603,100,100,5000,140700,In Stock,,100mW 51k? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C107231.html
C22892,,,,R0603,,-,1,,,0603WAF1822T5E,UNI-ROYAL,100,0.0012,0.12,C22892,0603,100,100,5000,17100,In Stock,,18.2k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C22892.html
C105574,,,,R0603,,-,1,,,RC0603FR-07200KL,YAGEO,100,0.0016,0.16,C105574,0603,100,100,5000,196200,In Stock,,100mW 200k? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C105574.html
C2930091,,,,R0603,,-,1,,,FRC0603F3003TS,FOJAN,100,0.0011,0.11,C2930091,0603,100,100,5000,1794600,In Stock,,300k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C2930091.html
C105579,,,,R0603,,-,1,,,RC0603FR-0747KL,YAGEO,100,0.0016,0.16,C105579,0603,100,100,5000,370600,In Stock,,100mW 47k? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C105579.html
C2998085,,,,R0603,,-,1,,,FRC0603F9001TS,FOJAN,0,-,-,C2998085,0603,100,100,5000,0,discountinued,,9k? ±1% 100mW 0603 Thick Film Resistor,Exact Matches,https://www.lcsc.com/product-detail/C2998085.html
C109318,,,,R0603,,-,1,,,RC0603FR-0710RL,YAGEO,100,0.0039,0.39,C109318,0603,100,100,5000,3822900,In Stock,,100mW 10? 75V Thick Film Resistor ±1% ±200ppm/? 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C109318.html
C22461457,,,,RES-ADJ-SMD_3P-L3.8-W3.7_VGF39NCHXT,,-,1,,,VGF39NCHXT-B201,HDK,5,0.1107,0.55,C22461457,"SMD-3P,3.8x3.7mm",5,5,2500,2525,In Stock,,"200? ±25% 150mW SMD Potentiometers, Variable Resistors",Exact Matches,https://www.lcsc.com/product-detail/C22461457.html
C105881,,,,R0603,,-,1,,,RC0603FR-07330RL,YAGEO,100,0.0015,0.15,C105881,0603,100,100,5000,351200,In Stock,,100mW 330? 75V Thick Film Resistor ±100ppm/? ±1% 0603 Chip Resistor - Surface Mount RoHS,Exact Matches,https://www.lcsc.com/product-detail/C105881.html
C2875591,,,,IND-SMD_L4.7-W4.7,,-,2,,,CDH4D28N-100M,MINGSTAR,5,0.1803,0.90,C2875591,"SMD,4.7x4.7mm",5,5,2500,2505,In Stock,,"1A 10uH ±20% 128.3m? SMD,4.7x4.7mm Fixed Inductors RoHS",Exact Matches,https://www.lcsc.com/product-detail/C2875591.html
C436534,,,,IND-SMD_L5.4-W5.2_PSPMAA0503,,-,1,,,PSPMAA0503-3R3M-ANP,PROD Tech,5,0.1292,0.65,C436534,"SMD,5.4x5.2mm",5,5,2000,4805,In Stock,,"5A 3.3uH ±20% 6A 38m? SMD,5.4x5.2mm Fixed Inductors RoHS",Exact Matches,https://www.lcsc.com/product-detail/C436534.html
C7436545,,,,SOD-123_L2.8-W1.8-LS3.9-FD,,-,4,,,MBR0530T1G,FUXINSEMI,10,0.0162,0.16,C7436545,SOD-123,10,10,3000,5700,In Stock,,Diode Independent 30V 0.5A Surface Mount SOD-123,Exact Matches,https://www.lcsc.com/product-detail/C7436545.html
C110921,,,,SOD-123F_L2.8-W1.8-LS3.7-RD,,-,1,,,"PMEG2010AEH,115",Nexperia,5,0.2158,1.08,C110921,SOD-123F,5,5,3000,5360,In Stock,,Diode 1 Independent 20V 1A Surface Mount SOD-123F,Exact Matches,https://www.lcsc.com/product-detail/C110921.html
